time,open,high,low,close,Fixed Stop Loss,Supertrend Stop,Take Profit,Up Trend,Down Trend,Entry1,Entry2,SMA 21,Entry Signal,K,D,%R,%R
1752556140,100.65,100.9,96.15,98.1,NaN,NaN,NaN,NaN,110.31325130827139,0,0,108.65165128732404,0,-6.5133084111342514e-15,-6.463965165595356e-15,-88.495575221239,-94.21364985163208
1752556200,97,99.1,97,98.9,NaN,NaN,NaN,NaN,109.28942617744424,0,0,107.43269487640853,0,3.4233676304706067,1.1411225434901977,-81.9672131147541,-91.83976261127597
1752556260,98.7,99.6,98,99.3,NaN,NaN,NaN,NaN,109.28942617744424,0,0,106.41610801685746,0,9.378145213594776,4.267170948021792,-76.31578947368428,-90.65281899109794
1752556320,99.4,99.4,94.6,96.3,NaN,NaN,NaN,NaN,107.97593520372983,0,0,105.15159451475029,0,10.300128753510768,7.700547199192051,-86.9230769230769,-95.17730496453899
1752556380,96.2,96.8,93.3,96.55,NaN,NaN,NaN,NaN,105.97834168335686,0,0,104.0763952004065,0,9.79053989607553,9.822937954393693,-76.78571428571429,-91.1080711354309
1752556440,95.95,97.35,95.3,96.4,NaN,NaN,NaN,NaN,105.97834168335686,0,0,103.11684580035569,0,7.69158263477415,9.260750428120149,-77.85714285714279,-91.51846785225716
1752556500,95.6,98.25,94.8,96.95,NaN,NaN,NaN,NaN,105.97834168335686,0,0,102.34599007531124,0,17.464434125380812,11.648852218743498,-69.06779661016944,-90.01367989056085
1752556560,96.7,97.75,94.45,97.75,NaN,NaN,NaN,NaN,105.97834168335686,0,0,101.77149131589734,0,36.88901934039461,20.68167870018319,-57.6190476190476,-87.82489740082079
1752556620,98.05,98.3,96.2,96.6,NaN,NaN,NaN,NaN,105.97834168335686,0,0,101.12505490141017,0,49.29100662170753,34.54815336249432,-56.57894736842114,-90.97127222982216
1752556680,96.7,97,94.5,95.1,NaN,NaN,NaN,NaN,105.47999298060539,0,0,100.3719230387339,0,49.36262872449735,45.18088489553316,-71.42857142857146,-95.07523939808482
1752556740,94.65,95.9,94.15,94.8,NaN,NaN,NaN,NaN,104.30699368254486,0,0,99.67543265889216,0,37.34644480357502,45.33336004992663,-76.19047619047618,-95.89603283173734
1752556800,94.2,95.5,90.3,92.85,NaN,NaN,NaN,NaN,102.81379431429036,0,0,98.82225357653064,0,21.088637200439308,35.93257024283722,-71.97802197802204,-93.55246523388116
1752556860,92.45,93.45,84.65,85.6,NaN,NaN,NaN,NaN,100.61241488286134,0,0,97.16947187946431,0,10.322180067126846,22.91908735704706,-93.04029304029312,-97.8982300884956
1752556920,83.85,86.2,82.85,83.95,NaN,NaN,NaN,NaN,95.9361733945752,0,0,95.51703789453127,0,-3.552713678800501e-15,10.470272422522052,-92.88025889967633,-97.6216216216216
1752556980,83.95,85.65,81.3,82.65,NaN,NaN,NaN,NaN,95.05005605511766,0,0,93.90865815771487,0,-3.552713678800501e-15,3.440726689042281,-92.05882352941171,-97.0394736842105
1752557040,81.8,84.3,80.8,83.55,NaN,NaN,NaN,NaN,94.0175504496059,0,0,92.6138258880005,0,7.384242453598456,2.461414151199485,-84.28571428571429,-93.52941176470588
1752557100,82.85,83.9,82.1,83.9,NaN,NaN,NaN,NaN,93.86079540464533,0,0,91.52459765200044,0,17.705410870342813,8.36321777464709,-82.28571428571423,-91.96891191709842
1752557160,84.25,85.5,83,84.75,NaN,NaN,NaN,NaN,93.86079540464533,0,0,90.67777294550038,0,35.31069923861394,20.13345085418507,-75.61728395061726,-89.36742934051144
1752557220,84.55,85,82.6,83.1,NaN,NaN,NaN,NaN,93.86079540464533,0,0,89.73055132731284,0,41.70995749192294,31.5753558669599,-84.76821192052982,-93.4844192634561
1752557280,83.05,83.55,79.35,80.8,NaN,NaN,NaN,NaN,91.88301984998643,0,0,88.61423241139873,0,40.37346664533535,39.13137445862408,-91.02167182662537,-95.7037037037037
1752557340,80.55,82.4,80.55,82.2,NaN,NaN,NaN,NaN,91.4197178649878,0,0,87.81245335997389,0,43.609631047938386,41.897685061732226,-79.78723404255314,-91.10764430577221
1752557400,81.8,84,81.8,82.8,NaN,NaN,NaN,NaN,91.4197178649878,0,0,87.18589668997716,0,58.78993571712292,47.59101113679889,-49.63503649635039,-88.53820598006644
1752557460,82.5,82.5,75,75.7,NaN,NaN,NaN,NaN,89.73922147064012,0,0,85.75015960373001,0,62.93406960080184,55.11121212195439,-93.42723004694832,-97.8527607361963
1752557520,75.2,75.7,73,73.2,NaN,NaN,NaN,NaN,85.0502993235761,0,0,84.18138965326376,0,50.0345832702781,57.2528628627343,-98.39999999999998,-99.41690962099125
1752557580,72.75,74.4,70.85,71.95,NaN,NaN,NaN,NaN,83.3202693912185,0,0,82.65246594660579,0,26.583995384966276,46.51754941868208,-92.49146757679176,-96.9821673525377
1752557640,71.9,73.4,71.6,72.95,NaN,NaN,NaN,NaN,82.66574245209665,0,0,81.43965770328006,0,28.767814894188678,35.12879784981103,-85.66552901023886,-93.8686131386861
1752557700,72.25,73.05,68.55,70.1,NaN,NaN,NaN,NaN,81.29916820688697,0,0,80.02220049037005,0,29.835249953848148,28.39568674433438,-90.57750759878421,-95.60283687943264
1752557760,70.15,70.95,67.1,68,NaN,NaN,NaN,NaN,79.62925138619829,0,0,78.51942542907379,0,29.19174884813184,29.264937898722902,-94.67455621301772,-97.33727810650886
1752557820,68.35,69.5,66.7,67.6,NaN,NaN,NaN,NaN,78.48382624757846,0,0,77.15449725043956,0,13.879117885073754,24.302038895684593,-94.79768786127171,-97.26443768996963
1752557880,67.5,70.2,67.35,69.85,NaN,NaN,NaN,NaN,78.48382624757846,0,0,76.24143509413462,0,30.210306728431664,24.427057820545766,-81.79190751445091,-90.42553191489364
1752557940,69.6,69.85,64.4,65.65,NaN,NaN,NaN,NaN,77.94039926053856,0,0,74.9175057073678,0,38.727632896829576,27.605685836778346,-93.09392265193371,-96.42857142857143
1752558000,65.4,67.6,64.3,67.6,NaN,NaN,NaN,NaN,76.67385933448469,0,0,74.00281749394682,0,71.45928487640056,46.79907483388728,-71.05263157894741,-90.29411764705884
1752558060,67.15,68.6,62.75,63.35,NaN,NaN,NaN,NaN,76.67385933448469,0,0,72.67121530720347,0,66.56299852810486,58.91663876711167,-94.84978540772532,-98.31223628691983
1752558120,63.4,65,62.2,64.75,NaN,NaN,NaN,NaN,74.7058260609326,0,0,71.68106339380303,0,86.50928930797642,74.8438575708273,-77.23214285714289,-92.93628808864266
1752558180,64.7,66.2,64.4,65.1,NaN,NaN,NaN,NaN,74.7058260609326,0,0,70.85843046957766,0,87.11097066173876,80.06108616594003,-73.27188940092172,-91.9667590027701
1752558240,64.75,66.75,64.7,65.4,NaN,NaN,NaN,NaN,74.7058260609326,0,0,70.17612666088044,0,100,91.2067533232384,-63.4285714285714,-91.13573407202215
1752558300,65.45,66.8,64.55,66.8,NaN,NaN,NaN,NaN,74.7058260609326,0,0,69.75411082827038,0,100,95.70365688724627,-42.50000000000007,-86.78160919540232
1752558360,66.75,67.1,65.2,66.45,NaN,NaN,NaN,NaN,74.7058260609326,0,0,69.34109697473659,0,99.02163558186315,99.67387852728774,-46.875,-87.38872403560832
1752558420,65.9,66.5,64.25,65.55,NaN,NaN,NaN,NaN,74.47025823072009,0,0,68.86720985289452,0,95.47435529386378,98.165330291909,-56.20915032679741,-89.93993993993996
1752558480,65.95,67.7,65.3,67.2,NaN,NaN,NaN,NaN,74.47025823072009,0,0,68.6588086212827,0,95.47435529386378,96.65678205653025,-21.874999999999897,-84
1752558540,66.85,69.65,66.7,68.4,NaN,NaN,NaN,NaN,74.47025823072009,1,0,68.62645754362237,0,96.45271971200064,95.80047676657608,-16.77852348993288,-74.16666666666666
1752558600,68.8,69.25,66.45,66.65,64.296,NaN,80.4,NaN,74.47025823072009,0,0,68.37940035066957,0,95.65475311666766,95.86060937417739,-40.26845637583891,-81.02345415778251
1752558660,66.25,66.4,64.55,65.9,64.296,NaN,80.4,NaN,74.07012892517545,0,0,68.06947530683587,0,88.2301146987733,93.44586250914722,-69.44444444444437,-84.12017167381973
1752558720,65.85,67.75,65.7,67.75,64.296,NaN,80.4,NaN,74.07012892517545,0,0,68.02954089348138,0,88.2301146987733,90.70499417140479,-35.185185185185254,-76.18025751072962
1752558780,67.7,67.7,64.9,64.9,64.296,NaN,80.4,NaN,74.07012892517545,0,0,67.63834828179621,0,83.62178147990069,86.6940036258158,-87.96296296296288,-88.41201716738196
1752558840,64.8,66.2,64,64.8,NaN,NaN,NaN,NaN,73.2934989864529,0,0,67.28355474657168,0,81.79636725376021,84.54942114414476,-85.84070796460183,-88.59649122807019
1752558900,64.85,66.3,64,65.9,NaN,NaN,NaN,NaN,73.21414908780761,0,0,67.11061040325022,0,78.12183200868309,81.17999358078136,-66.37168141592913,-83.0275229357798
1752558960,65.8,66.05,64.05,65.35,NaN,NaN,NaN,NaN,72.90773417902685,0,0,66.89053410284394,0,80.55100471075139,80.15640132439826,-76.10619469026561,-85.55045871559636
1752559020,65.2,66.8,64.8,65.7,NaN,NaN,NaN,NaN,72.90773417902685,0,0,66.74171733998845,0,85.95311948100232,81.54198540014562,-69.91150442477874,-83.94495412844037
1752559080,65.6,66.65,65.15,65.8,NaN,NaN,NaN,NaN,72.90773417902685,0,0,66.6240026724899,0,86.02925968169124,84.17779462448168,-65.71428571428577,-82.26600985221677
